date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:20:16	68746/68746	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Aug%202019%2001:36:00%20GMT	https://bookwritingfounders.com/assets/images/books/10.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/10.jpg	(from https://bookwritingfounders.com/)
13:20:16	40538/40538	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2017:23:57%20GMT	https://bookwritingfounders.com/assets/images/books/11.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/11.jpg	(from https://bookwritingfounders.com/)
13:20:17	583451/583451	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Jul%202019%2005:17:02%20GMT	https://bookwritingfounders.com/assets/images/contimg.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/contimg.jpg	(from https://bookwritingfounders.com/)
13:20:17	4535/4535	---M--	200	added ('OK')	image/png	etag:%220abbdbd420cc1:0%22	https://images.dmca.com/Badges/_dmca_premi_badge_4.png?ID=e8023e7e-ce1b-46c1-bf63-1c0fcb4ff438	C:/My%20Web%20Sites/bookwritingfounders/images.dmca.com/Badges/_dmca_premi_badge_499ac.png	(from https://bookwritingfounders.com/)
13:20:18	238/238	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2008:20:18%20GMT	http://bookwritingfounders.com/faq	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/faq.5d.delayed	(from https://bookwritingfounders.com/)
13:20:19	43231/43231	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2008:20:18%20GMT	https://bookwritingfounders.com/faq	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/faq.html	(from https://bookwritingfounders.com/)
13:20:19	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2008:20:19%20GMT	http://bookwritingfounders.com/terms-and-conditions	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/terms-and-conditions	(from https://bookwritingfounders.com/)
13:20:20	41116/41116	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2008:20:19%20GMT	https://bookwritingfounders.com/terms-and-conditions	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/terms-and-conditions.html	(from https://bookwritingfounders.com/)
13:20:20	249/249	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2008:20:19%20GMT	http://bookwritingfounders.com/privacy-policy	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/privacy-policy	(from https://bookwritingfounders.com/)
13:20:20	37770/37770	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2008:20:20%20GMT	https://bookwritingfounders.com/privacy-policy	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/privacy-policy.html	(from https://bookwritingfounders.com/)
13:20:21	7299/7299	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202019%2016:38:36%20GMT	https://bookwritingfounders.com/assets//images/card-brands.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/card-brands.svg	(from https://bookwritingfounders.com/)
13:20:21	394138/394138	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Nov%202020%2017:38:50%20GMT	https://bookwritingfounders.com/assets/images/popup.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/popup.png	(from https://bookwritingfounders.com/)
13:20:22	424752/424752	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Jan%202021%2020:45:56%20GMT	https://bookwritingfounders.com/assets/images/christmass/popup-50-2.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/christmass/popup-50-2.png	(from https://bookwritingfounders.com/)
13:20:22	32439/32439	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Dec%202020%2018:10:30%20GMT	https://bookwritingfounders.com/assets/js/functions.js	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/js/functions.js	(from https://bookwritingfounders.com/)
13:20:22	24627/24627	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f47f1934dec578b3ec2daacb7e61d9c9%22	https://static.zdassets.com/ekr/snippet.js?key=fb37a47b-b1b1-4ee3-b8f6-71ac66e85c33	C:/My%20Web%20Sites/bookwritingfounders/static.zdassets.com/ekr/snippet4fba.js	(from https://bookwritingfounders.com/)
13:20:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:22%20GMT	https://bookwritingfounders.com/assets/css/fonts/slick.eot	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/slick.eot	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:23%20GMT	https://bookwritingfounders.com/assets/css/fonts/slick.eot?	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/slickd41d.eot	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:24	403082/403082	---M--	200	added ('OK')	application/javascript	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/js/mlib.js	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/js/mlib.js	(from https://bookwritingfounders.com/)
13:20:24	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:23%20GMT	https://bookwritingfounders.com/assets/css/fonts/slick.woff	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/slick.woff	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:24	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:24%20GMT	https://bookwritingfounders.com/assets/css/fonts/slick.ttf	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/slick.ttf	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:25	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:24%20GMT	https://bookwritingfounders.com/assets/css/fonts/slick.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/slick.svg	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:26	65960/65960	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/flags.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/flags.png	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:26	173609/173609	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/flags@2x.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/flags@2x.png	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:27	39488/39488	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/css/fonts/icomoon.eot?tafxk1	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/icomoon8f4a.eot	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:27	39324/39324	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/css/fonts/icomoon.ttf?tafxk1	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/icomoon8f4a.ttf	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:28	39400/39400	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/css/fonts/icomoon.woff?tafxk1	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/icomoon8f4a.woff	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:28	150693/150693	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/css/fonts/icomoon.svg?tafxk1	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/css/fonts/icomoon8f4a.svg	(from https://bookwritingfounders.com/assets/css/m-style.css)
13:20:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:28%20GMT	https://bookwritingfounders.com/assets/img/pattern.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/img/pattern.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:28%20GMT	https://bookwritingfounders.com/assets/images/why-book-bg.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/why-book-bg.jpg	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:29	999/999	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:12%20GMT	https://bookwritingfounders.com/assets/images/icon-box-sep.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/icon-box-sep.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:30	1150/1150	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:12%20GMT	https://bookwritingfounders.com/assets/images/slick-dots.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/slick-dots.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:30	1534/1534	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:12%20GMT	https://bookwritingfounders.com/assets/images/slick-arrows.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/slick-arrows.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:30%20GMT	https://bookwritingfounders.com/assets/images/benefit-hd-bg.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/benefit-hd-bg.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:31	672/672	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/checks.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/checks.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:31%20GMT	https://bookwritingfounders.com/assets/images/slick-arrows-slider.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/slick-arrows-slider.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:32	93/93	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/footer-bg.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/footer-bg.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:32%20GMT	https://bookwritingfounders.com/assets/images/fancybox/close-custom.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/fancybox/close-custom.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:32%20GMT	https://bookwritingfounders.com/assets/images/car-focus.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/car-focus.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:33	17335/17335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Jul%202019%2003:40:56%20GMT	https://bookwritingfounders.com/assets/images/packagesbg.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/packagesbg.jpg	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:34%20GMT	https://bookwritingfounders.com/assets/images/iphonex.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/iphonex.81.delayed	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:34%20GMT	https://bookwritingfounders.com/assets/images/cta-fold.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/cta-fold.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:35	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:35%20GMT	https://bookwritingfounders.com/assets/images/services-icons.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services-icons.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:35%20GMT	https://bookwritingfounders.com/assets/images/chat-banner.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/chat-banner.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:36%20GMT	https://bookwritingfounders.com/assets/img/sale.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/img/sale.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:37	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:36%20GMT	https://bookwritingfounders.com/assets/images/culture.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/culture.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:38	53564/53564	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jun%202019%2011:16:26%20GMT	https://bookwritingfounders.com/assets/images/about-us/Customer_Eventbrite.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/about-us/Customer_Eventbrite.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:38	68768/68768	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2019:11:06%20GMT	https://bookwritingfounders.com/assets/images/ctanew.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/ctanew.jpg	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:39	29200/29200	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/services/hero-a.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/hero-a.svg	(from https://bookwritingfounders.com/services)
13:20:40	73259/73259	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jun%202019%2011:16:26%20GMT	https://bookwritingfounders.com/assets/images/about-us/Customer_Kiva.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/about-us/Customer_Kiva.png	(from https://bookwritingfounders.com/assets/css/style.css)
13:20:40	198170/198170	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/services/team-tasks-img.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/team-tasks-img.png	(from https://bookwritingfounders.com/services)
13:20:40	5335/5335	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/ghost-book-writing-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ghost-book-writing-hover.svg	(from https://bookwritingfounders.com/services)
13:20:40	9238/9238	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/editing-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/editing-hover.svg	(from https://bookwritingfounders.com/services)
13:20:41	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2008:20:41%20GMT	http://bookwritingfounders.com/proofreading	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/proofreading.8e.delayed	(from https://bookwritingfounders.com/services)
13:20:42	59248/59248	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2008:20:41%20GMT	https://bookwritingfounders.com/proofreading	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/proofreading.html	(from https://bookwritingfounders.com/services)
13:20:42	3698/3698	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Feb%202020%2021:24:50%20GMT	https://bookwritingfounders.com/assets/images/services/proofreading.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/proofreading.svg	(from https://bookwritingfounders.com/services)
13:20:43	5183/5183	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/proofreading-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/proofreading-hover.svg	(from https://bookwritingfounders.com/services)
13:20:43	6906/6906	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/book-publishing-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/book-publishing-hover.svg	(from https://bookwritingfounders.com/services)
13:20:43	5203/5203	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/ebook-writing-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ebook-writing-hover.svg	(from https://bookwritingfounders.com/services)
13:20:44	5080/5080	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/book-marketing-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/book-marketing-hover.svg	(from https://bookwritingfounders.com/services)
13:20:44	7058/7058	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/copyright-protection-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/copyright-protection-hover.svg	(from https://bookwritingfounders.com/services)
13:20:44	7827/7827	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/author-website-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/author-website-hover.svg	(from https://bookwritingfounders.com/services)
13:20:45	3851/3851	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/professional-audio-book-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/professional-audio-book-hover.svg	(from https://bookwritingfounders.com/services)
13:20:45	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2008:20:45%20GMT	http://bookwritingfounders.com/book-video-trailer	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/book-video-trailer	(from https://bookwritingfounders.com/services)
13:20:46	16/16	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Mar%202021%2008:20:45%20GMT	https://bookwritingfounders.com/book-video-trailer	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/book-video-trailer	(from https://bookwritingfounders.com/services)
13:20:46	6598/6598	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/book-video-trailer-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/book-video-trailer-hover.svg	(from https://bookwritingfounders.com/services)
13:20:46	4771/4771	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/book-cover-design-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/book-cover-design-hover.svg	(from https://bookwritingfounders.com/services)
13:20:47	12177/12177	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/custom-book-illustration-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/custom-book-illustration-hover.svg	(from https://bookwritingfounders.com/services)
13:20:47	7681/7681	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2002%20Jul%202019%2019:25:22%20GMT	https://bookwritingfounders.com/assets/images/services/article-writing-&-publication-hover.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/article-writing-&-publication-hover.svg	(from https://bookwritingfounders.com/services)
13:20:48	259549/259549	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/intro2image.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/intro2image.png	(from https://bookwritingfounders.com/services)
13:20:48	57063/57063	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/services/updated-layouts-collab.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/updated-layouts-collab.png	(from https://bookwritingfounders.com/services)
13:20:48	110698/110698	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/services/updated-layouts-platform.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/updated-layouts-platform.png	(from https://bookwritingfounders.com/services)
13:20:49	41190/41190	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202019%2019:34:10%20GMT	https://bookwritingfounders.com/assets/images/services/updated-layouts-sync.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/updated-layouts-sync.png	(from https://bookwritingfounders.com/services)
13:20:49	661389/661389	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Aug%202019%2000:48:22%20GMT	https://bookwritingfounders.com/assets/images/ghost-writing.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/ghost-writing.jpg	(from https://bookwritingfounders.com/ghost-writing)
13:20:49	2964/2964	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2003:29:14%20GMT	https://bookwritingfounders.com/assets/images/services/ghost-writing/partner5.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ghost-writing/partner5.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:50	3901/3901	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2003:29:16%20GMT	https://bookwritingfounders.com/assets/images/services/ghost-writing/partner1.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ghost-writing/partner1.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:50	5989/5989	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2003:29:20%20GMT	https://bookwritingfounders.com/assets/images/services/ghost-writing/rateimg.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ghost-writing/rateimg.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:50	350613/350613	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Oct%202019%2020:08:00%20GMT	https://bookwritingfounders.com/assets/images/services/ghost-writing/ghost-writing.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/ghost-writing/ghost-writing.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:51	119441/119441	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Aug%202019%2000:12:00%20GMT	https://bookwritingfounders.com/assets/images/books/3.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/3.jpg	(from https://bookwritingfounders.com/ghost-writing)
13:20:52	923454/923454	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Aug%202019%2001:18:00%20GMT	https://bookwritingfounders.com/assets/images/books/book-1.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/book-1.jpg	(from https://bookwritingfounders.com/ghost-writing)
13:20:52	300813/300813	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Aug%202019%2001:18:00%20GMT	https://bookwritingfounders.com/assets/images/books/book-2.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/book-2.jpg	(from https://bookwritingfounders.com/ghost-writing)
13:20:53	53048/53048	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Aug%202019%2003:33:32%20GMT	https://bookwritingfounders.com/assets//images/recognition.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/recognition.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:54	31357/31357	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2006:06:10%20GMT	https://bookwritingfounders.com/assets//images/girl-a.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/girl-a.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:54	72894/72894	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2005:01:00%20GMT	https://bookwritingfounders.com/assets//images/girl2.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/girl2.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:54	9641/9641	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2005:01:04%20GMT	https://bookwritingfounders.com/assets//images/guarantee.png	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/guarantee.png	(from https://bookwritingfounders.com/ghost-writing)
13:20:55	1408324/1408324	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Aug%202019%2001:18:00%20GMT	https://bookwritingfounders.com/assets/images/books/book-3.jpg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/books/book-3.jpg	(from https://bookwritingfounders.com/ghost-writing)
13:20:55	3280/3280	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Mar%202020%2000:36:56%20GMT	https://bookwritingfounders.com/assets/images/services/author-website/affordable.svg	C:/My%20Web%20Sites/bookwritingfounders/bookwritingfounders.com/assets/images/services/author-website/affordable.svg	(from https://bookwritingfounders.com/ghost-writing)
